date,product_id,product_name,store_id,region,category,units_sold,price,promotion,holiday,inventory_on_hand,supplier_lead_time_days
2023-01-23,P100,"Laptop 15""",1,North,Electronics,55,101.28,0,0,141,9
2023-01-24,P100,"Laptop 15""",1,North,Electronics,57,107.0,0,0,102,11
2023-01-25,P100,"Laptop 15""",1,North,Electronics,58,84.64,0,1,135,9
2023-01-26,P100,"Laptop 15""",1,North,Electronics,85,92.51,0,1,212,5
2023-01-27,P100,"Laptop 15""",1,North,Electronics,109,92.01,0,1,194,3
2023-01-28,P100,"Laptop 15""",1,North,Electronics,169,83.65,1,1,348,8
2023-01-29,P100,"Laptop 15""",1,North,Electronics,107,97.1,1,1,292,10
2023-01-30,P100,"Laptop 15""",1,North,Electronics,68,108.72,0,0,116,4
2023-01-31,P100,"Laptop 15""",1,North,Electronics,65,94.31,0,0,145,3
2023-02-01,P100,"Laptop 15""",1,North,Electronics,51,87.42,0,0,113,3
2023-02-02,P100,"Laptop 15""",1,North,Electronics,58,104.65,0,0,99,10
2023-02-03,P100,"Laptop 15""",1,North,Electronics,61,82.54,0,0,141,6
2023-02-04,P100,"Laptop 15""",1,North,Electronics,73,82.52,0,0,186,9
2023-02-05,P100,"Laptop 15""",1,North,Electronics,59,96.29,0,0,102,9
2023-02-06,P100,"Laptop 15""",1,North,Electronics,54,108.55,0,0,110,7
2023-02-07,P100,"Laptop 15""",1,North,Electronics,62,108.03,0,0,122,10
2023-02-08,P100,"Laptop 15""",1,North,Electronics,79,106.66,1,0,221,5
2023-02-09,P100,"Laptop 15""",1,North,Electronics,66,95.18,0,0,177,6
2023-02-10,P100,"Laptop 15""",1,North,Electronics,67,82.11,0,0,141,6
2023-02-11,P100,"Laptop 15""",1,North,Electronics,79,86.62,0,0,216,8
2023-02-12,P100,"Laptop 15""",1,North,Electronics,136,97.66,1,0,257,11
2023-02-13,P100,"Laptop 15""",1,North,Electronics,82,103.14,0,0,167,4
2023-02-14,P100,"Laptop 15""",1,North,Electronics,66,86.27,0,0,112,6
2023-02-15,P100,"Laptop 15""",1,North,Electronics,99,94.79,1,0,180,4
2023-02-16,P100,"Laptop 15""",1,North,Electronics,52,101.23,0,0,134,6
2023-02-17,P100,"Laptop 15""",1,North,Electronics,67,107.77,0,0,122,4
2023-02-18,P100,"Laptop 15""",1,North,Electronics,74,108.63,0,0,180,4
2023-02-19,P100,"Laptop 15""",1,North,Electronics,69,96.3,0,0,118,7
2023-02-20,P100,"Laptop 15""",1,North,Electronics,54,108.96,0,0,116,9
2023-02-21,P100,"Laptop 15""",1,North,Electronics,57,93.6,0,0,147,4
2023-02-22,P100,"Laptop 15""",1,North,Electronics,72,103.74,0,0,188,8
2023-02-23,P100,"Laptop 15""",1,North,Electronics,66,105.93,0,0,156,3
2023-02-24,P100,"Laptop 15""",1,North,Electronics,62,99.28,0,0,134,4
2023-02-25,P100,"Laptop 15""",1,North,Electronics,59,86.49,0,0,116,6
2023-02-26,P100,"Laptop 15""",1,North,Electronics,108,97.51,0,0,190,11
2023-02-27,P100,"Laptop 15""",1,North,Electronics,122,83.63,1,0,248,3
2023-02-28,P100,"Laptop 15""",1,North,Electronics,74,82.76,0,0,137,4
2023-03-01,P100,"Laptop 15""",1,North,Electronics,89,80.84,1,0,167,5
2023-03-02,P100,"Laptop 15""",1,North,Electronics,82,94.74,0,0,167,10
2023-03-03,P100,"Laptop 15""",1,North,Electronics,61,84.79,0,0,105,6
2023-03-04,P100,"Laptop 15""",1,North,Electronics,113,80.72,0,0,243,8
2023-03-05,P100,"Laptop 15""",1,North,Electronics,86,104.87,0,0,155,8
2023-03-06,P100,"Laptop 15""",1,North,Electronics,103,107.0,1,0,271,9
2023-03-07,P100,"Laptop 15""",1,North,Electronics,64,98.99,0,0,164,3
2023-03-08,P100,"Laptop 15""",1,North,Electronics,69,105.61,0,0,156,10
2023-03-09,P100,"Laptop 15""",1,North,Electronics,68,87.41,0,0,163,7
2023-03-10,P100,"Laptop 15""",1,North,Electronics,65,90.52,1,0,126,4
2023-03-11,P100,"Laptop 15""",1,North,Electronics,79,100.32,0,0,167,6
2023-03-12,P100,"Laptop 15""",1,North,Electronics,104,89.31,0,0,231,9
2023-03-13,P100,"Laptop 15""",1,North,Electronics,94,103.98,0,0,227,11
2023-03-14,P100,"Laptop 15""",1,North,Electronics,72,85.43,0,0,181,3
2023-03-15,P100,"Laptop 15""",1,North,Electronics,69,82.13,0,0,164,5
2023-03-16,P100,"Laptop 15""",1,North,Electronics,81,108.73,0,0,149,7
2023-03-17,P100,"Laptop 15""",1,North,Electronics,91,103.69,0,0,233,11
2023-03-18,P100,"Laptop 15""",1,North,Electronics,85,98.18,0,0,152,9
2023-03-19,P100,"Laptop 15""",1,North,Electronics,139,93.55,1,0,324,8
2023-03-20,P100,"Laptop 15""",1,North,Electronics,73,97.67,0,0,163,11
2023-03-21,P100,"Laptop 15""",1,North,Electronics,80,81.9,0,0,145,10
2023-03-22,P100,"Laptop 15""",1,North,Electronics,83,89.48,0,0,202,11
2023-03-23,P100,"Laptop 15""",1,North,Electronics,75,90.42,0,0,149,9
2023-03-24,P100,"Laptop 15""",1,North,Electronics,70,92.69,0,0,191,11
2023-03-25,P100,"Laptop 15""",1,North,Electronics,108,108.03,0,0,249,4
2023-03-26,P100,"Laptop 15""",1,North,Electronics,99,101.31,0,0,277,4
2023-03-27,P100,"Laptop 15""",1,North,Electronics,80,98.82,0,0,211,6
2023-03-28,P100,"Laptop 15""",1,North,Electronics,127,93.19,1,0,216,3
2023-03-29,P100,"Laptop 15""",1,North,Electronics,56,92.82,0,0,123,9
2023-03-30,P100,"Laptop 15""",1,North,Electronics,80,109.91,0,0,145,9
2023-03-31,P100,"Laptop 15""",1,North,Electronics,67,82.48,0,0,176,10
2023-04-01,P100,"Laptop 15""",1,North,Electronics,76,106.83,0,0,136,4
2023-04-02,P100,"Laptop 15""",1,North,Electronics,102,103.12,1,0,188,8
2023-04-03,P100,"Laptop 15""",1,North,Electronics,68,79.37,0,0,117,5
2023-04-04,P100,"Laptop 15""",1,North,Electronics,63,86.55,1,0,163,8
2023-04-05,P100,"Laptop 15""",1,North,Electronics,64,102.98,0,0,174,9
2023-04-06,P100,"Laptop 15""",1,North,Electronics,91,85.41,0,0,157,10
2023-04-07,P100,"Laptop 15""",1,North,Electronics,97,105.41,1,0,232,7
2023-04-08,P100,"Laptop 15""",1,North,Electronics,85,87.54,1,0,162,9
2023-04-09,P100,"Laptop 15""",1,North,Electronics,113,98.18,0,0,197,9
2023-04-10,P100,"Laptop 15""",1,North,Electronics,96,84.53,1,0,238,8
2023-04-11,P100,"Laptop 15""",1,North,Electronics,89,103.35,1,0,196,6
2023-04-12,P100,"Laptop 15""",1,North,Electronics,77,108.34,0,0,142,11
2023-04-13,P100,"Laptop 15""",1,North,Electronics,54,108.17,0,0,130,7
2023-04-14,P100,"Laptop 15""",1,North,Electronics,96,93.8,1,0,205,9
2023-04-15,P100,"Laptop 15""",1,North,Electronics,118,92.38,1,0,239,11
2023-04-16,P100,"Laptop 15""",1,North,Electronics,86,91.79,0,0,185,5
2023-04-17,P100,"Laptop 15""",1,North,Electronics,46,92.09,0,0,79,8
2023-04-18,P100,"Laptop 15""",1,North,Electronics,87,96.63,0,0,202,5
2023-04-19,P100,"Laptop 15""",1,North,Electronics,69,103.45,0,0,141,8
2023-04-20,P100,"Laptop 15""",1,North,Electronics,58,90.31,0,0,138,8
2023-04-21,P100,"Laptop 15""",1,North,Electronics,91,94.71,0,0,248,8
2023-04-22,P100,"Laptop 15""",1,North,Electronics,74,104.99,0,0,151,10
2023-04-23,P100,"Laptop 15""",1,North,Electronics,95,80.91,0,0,250,3
2023-04-24,P100,"Laptop 15""",1,North,Electronics,78,88.87,0,0,146,3
2023-04-25,P100,"Laptop 15""",1,North,Electronics,68,90.67,0,0,180,6
2023-04-26,P100,"Laptop 15""",1,North,Electronics,85,90.44,1,0,154,10
2023-04-27,P100,"Laptop 15""",1,North,Electronics,104,100.38,0,0,212,7
2023-04-28,P100,"Laptop 15""",1,North,Electronics,68,79.53,0,0,163,9
2023-04-29,P100,"Laptop 15""",1,North,Electronics,90,104.96,0,0,168,7
2023-04-30,P100,"Laptop 15""",1,North,Electronics,70,109.7,0,0,184,4
2023-05-01,P100,"Laptop 15""",1,North,Electronics,121,102.46,1,0,215,10
2023-05-02,P100,"Laptop 15""",1,North,Electronics,92,84.77,0,0,170,6
2023-05-03,P100,"Laptop 15""",1,North,Electronics,77,94.3,0,0,155,8
2023-05-04,P100,"Laptop 15""",1,North,Electronics,41,86.7,0,0,73,5
2023-05-05,P100,"Laptop 15""",1,North,Electronics,74,102.7,0,0,180,8
2023-05-06,P100,"Laptop 15""",1,North,Electronics,93,89.62,1,0,213,8
2023-05-07,P100,"Laptop 15""",1,North,Electronics,92,94.75,0,0,243,7
2023-05-08,P100,"Laptop 15""",1,North,Electronics,61,89.69,0,0,161,9
2023-05-09,P100,"Laptop 15""",1,North,Electronics,64,107.45,0,0,136,7
2023-05-10,P100,"Laptop 15""",1,North,Electronics,61,85.1,0,0,126,3
2023-05-11,P100,"Laptop 15""",1,North,Electronics,84,97.63,1,0,170,9
2023-05-12,P100,"Laptop 15""",1,North,Electronics,99,98.72,1,0,245,7
2023-05-13,P100,"Laptop 15""",1,North,Electronics,102,107.02,0,0,259,10
2023-05-14,P100,"Laptop 15""",1,North,Electronics,65,105.9,0,0,166,7
2023-05-15,P100,"Laptop 15""",1,North,Electronics,127,99.35,1,0,293,10
2023-05-16,P100,"Laptop 15""",1,North,Electronics,54,101.8,0,0,108,6
2023-05-17,P100,"Laptop 15""",1,North,Electronics,64,103.14,0,0,111,3
2023-05-18,P100,"Laptop 15""",1,North,Electronics,79,109.32,0,0,174,4
2023-05-19,P100,"Laptop 15""",1,North,Electronics,61,103.9,0,0,141,8
2023-05-20,P100,"Laptop 15""",1,North,Electronics,92,90.68,0,0,159,3
2023-05-21,P100,"Laptop 15""",1,North,Electronics,88,103.03,1,0,219,11
2023-05-22,P100,"Laptop 15""",1,North,Electronics,52,80.71,0,0,134,9
2023-05-23,P100,"Laptop 15""",1,North,Electronics,85,95.05,0,0,143,5
2023-05-24,P100,"Laptop 15""",1,North,Electronics,73,106.79,0,0,156,10
2023-05-25,P100,"Laptop 15""",1,North,Electronics,55,105.48,0,0,114,6
2023-05-26,P100,"Laptop 15""",1,North,Electronics,44,87.66,0,0,93,10
2023-05-27,P100,"Laptop 15""",1,North,Electronics,63,101.3,0,0,130,9
2023-05-28,P100,"Laptop 15""",1,North,Electronics,108,91.76,0,0,218,3
2023-05-29,P100,"Laptop 15""",1,North,Electronics,99,97.53,1,0,245,4
2023-05-30,P100,"Laptop 15""",1,North,Electronics,61,83.34,0,0,137,11
2023-05-31,P100,"Laptop 15""",1,North,Electronics,53,93.16,0,0,90,6
2023-06-01,P100,"Laptop 15""",1,North,Electronics,80,108.74,0,0,172,4
2023-06-02,P100,"Laptop 15""",1,North,Electronics,55,86.44,0,0,148,11
2023-06-03,P100,"Laptop 15""",1,North,Electronics,83,102.06,0,0,189,5
2023-06-04,P100,"Laptop 15""",1,North,Electronics,80,89.13,0,0,156,3
2023-06-05,P100,"Laptop 15""",1,North,Electronics,124,103.59,1,0,287,5
2023-06-06,P100,"Laptop 15""",1,North,Electronics,74,99.98,0,0,207,10
2023-06-07,P100,"Laptop 15""",1,North,Electronics,58,84.9,0,0,149,7
2023-06-08,P100,"Laptop 15""",1,North,Electronics,81,94.99,0,0,223,6
2023-06-09,P100,"Laptop 15""",1,North,Electronics,74,82.37,0,0,204,8
2023-06-10,P100,"Laptop 15""",1,North,Electronics,59,95.1,1,0,129,8
2023-06-11,P100,"Laptop 15""",1,North,Electronics,71,91.04,0,0,128,3
2023-06-12,P100,"Laptop 15""",1,North,Electronics,70,91.34,1,0,142,7
2023-06-13,P100,"Laptop 15""",1,North,Electronics,62,105.77,0,0,112,4
2023-06-14,P100,"Laptop 15""",1,North,Electronics,81,92.48,1,0,167,5
2023-06-15,P100,"Laptop 15""",1,North,Electronics,50,89.13,0,0,99,7
2023-06-16,P100,"Laptop 15""",1,North,Electronics,45,89.39,0,0,87,10
2023-06-17,P100,"Laptop 15""",1,North,Electronics,57,101.12,0,0,125,9
2023-06-18,P100,"Laptop 15""",1,North,Electronics,106,79.49,1,0,288,5
2023-06-19,P100,"Laptop 15""",1,North,Electronics,69,98.3,0,0,125,4
2023-06-20,P100,"Laptop 15""",1,North,Electronics,73,79.35,0,0,193,5
2023-06-21,P100,"Laptop 15""",1,North,Electronics,79,103.01,0,0,147,8
2023-06-22,P100,"Laptop 15""",1,North,Electronics,60,97.79,0,0,132,5
2023-06-23,P100,"Laptop 15""",1,North,Electronics,71,89.01,0,0,184,11
2023-06-24,P100,"Laptop 15""",1,North,Electronics,75,88.98,0,0,161,5
2023-06-25,P100,"Laptop 15""",1,North,Electronics,99,79.79,1,0,205,4
2023-06-26,P100,"Laptop 15""",1,North,Electronics,61,88.97,1,0,153,10
2023-06-27,P100,"Laptop 15""",1,North,Electronics,72,83.63,0,0,131,9
2023-06-28,P100,"Laptop 15""",1,North,Electronics,62,79.32,0,0,173,10
2023-06-29,P100,"Laptop 15""",1,North,Electronics,103,83.11,1,0,241,7
2023-06-30,P100,"Laptop 15""",1,North,Electronics,58,87.61,0,0,138,6
2023-07-01,P100,"Laptop 15""",1,North,Electronics,70,99.64,1,0,141,7
2023-07-02,P100,"Laptop 15""",1,North,Electronics,65,106.12,0,0,126,3
2023-07-03,P100,"Laptop 15""",1,North,Electronics,48,91.4,0,0,110,8
2023-07-04,P100,"Laptop 15""",1,North,Electronics,69,109.49,0,0,175,9
2023-07-05,P100,"Laptop 15""",1,North,Electronics,58,103.72,0,0,98,8
2023-07-06,P100,"Laptop 15""",1,North,Electronics,50,91.37,0,0,134,11
2023-07-07,P100,"Laptop 15""",1,North,Electronics,58,84.7,0,0,160,3
2023-07-08,P100,"Laptop 15""",1,North,Electronics,51,106.25,0,0,128,6
2023-07-09,P100,"Laptop 15""",1,North,Electronics,63,101.72,0,0,158,7
2023-07-10,P100,"Laptop 15""",1,North,Electronics,69,105.86,0,0,186,6
2023-07-11,P100,"Laptop 15""",1,North,Electronics,51,102.1,0,0,97,3
2023-07-12,P100,"Laptop 15""",1,North,Electronics,97,106.54,1,0,242,11
2023-07-13,P100,"Laptop 15""",1,North,Electronics,57,97.09,0,0,135,6
2023-07-14,P100,"Laptop 15""",1,North,Electronics,62,85.26,0,0,137,8
2023-07-15,P100,"Laptop 15""",1,North,Electronics,65,84.22,0,0,119,11
2023-07-16,P100,"Laptop 15""",1,North,Electronics,40,82.25,0,0,78,3
2023-07-17,P100,"Laptop 15""",1,North,Electronics,53,85.42,0,0,106,11
2023-07-18,P100,"Laptop 15""",1,North,Electronics,48,80.59,0,0,95,3
2023-07-19,P100,"Laptop 15""",1,North,Electronics,58,94.46,0,0,140,7
2023-07-20,P100,"Laptop 15""",1,North,Electronics,69,106.2,1,0,175,4
2023-07-21,P100,"Laptop 15""",1,North,Electronics,59,108.55,0,0,164,5
2023-07-22,P100,"Laptop 15""",1,North,Electronics,84,82.19,1,0,194,11
2023-07-23,P100,"Laptop 15""",1,North,Electronics,50,84.29,0,0,114,5
2023-07-24,P100,"Laptop 15""",1,North,Electronics,47,101.84,0,0,110,3
2023-07-25,P100,"Laptop 15""",1,North,Electronics,36,102.61,0,0,77,10
2023-07-26,P100,"Laptop 15""",1,North,Electronics,63,106.8,0,0,114,8
2023-07-27,P100,"Laptop 15""",1,North,Electronics,67,84.73,1,0,176,11
2023-07-28,P100,"Laptop 15""",1,North,Electronics,53,105.42,0,0,131,4
2023-07-29,P100,"Laptop 15""",1,North,Electronics,47,86.85,0,0,107,5
2023-07-30,P100,"Laptop 15""",1,North,Electronics,53,103.14,0,0,142,3
2023-07-31,P100,"Laptop 15""",1,North,Electronics,64,95.73,0,0,146,11
2023-08-01,P100,"Laptop 15""",1,North,Electronics,48,94.05,0,0,132,6
2023-08-02,P100,"Laptop 15""",1,North,Electronics,50,85.6,0,0,115,4
2023-08-03,P100,"Laptop 15""",1,North,Electronics,55,89.1,0,0,149,6
2023-08-04,P100,"Laptop 15""",1,North,Electronics,57,95.58,0,0,121,4
2023-08-05,P100,"Laptop 15""",1,North,Electronics,26,93.64,0,0,65,4
2023-08-06,P100,"Laptop 15""",1,North,Electronics,80,80.74,1,0,165,10
2023-08-07,P100,"Laptop 15""",1,North,Electronics,42,103.64,0,0,106,8
2023-08-08,P100,"Laptop 15""",1,North,Electronics,47,98.88,0,0,102,8
2023-08-09,P100,"Laptop 15""",1,North,Electronics,46,93.31,1,0,80,5
2023-08-10,P100,"Laptop 15""",1,North,Electronics,58,91.3,1,0,139,5
2023-08-11,P100,"Laptop 15""",1,North,Electronics,37,99.53,0,0,81,6
2023-08-12,P100,"Laptop 15""",1,North,Electronics,57,89.76,0,0,157,9
2023-08-13,P100,"Laptop 15""",1,North,Electronics,80,93.05,1,0,138,11
2023-08-14,P100,"Laptop 15""",1,North,Electronics,42,88.52,0,0,102,10
2023-08-15,P100,"Laptop 15""",1,North,Electronics,58,96.5,0,0,124,9
2023-08-16,P100,"Laptop 15""",1,North,Electronics,45,92.11,0,0,121,9
2023-08-17,P100,"Laptop 15""",1,North,Electronics,38,83.07,0,0,82,9
2023-08-18,P100,"Laptop 15""",1,North,Electronics,65,99.62,1,0,157,6
2023-08-19,P100,"Laptop 15""",1,North,Electronics,53,105.71,1,0,135,10
2023-08-20,P100,"Laptop 15""",1,North,Electronics,41,87.67,0,0,75,4
2023-08-21,P100,"Laptop 15""",1,North,Electronics,64,85.44,1,0,173,5
2023-08-22,P100,"Laptop 15""",1,North,Electronics,26,97.99,0,0,71,9
2023-08-23,P100,"Laptop 15""",1,North,Electronics,42,91.51,0,0,117,3
2023-08-24,P100,"Laptop 15""",1,North,Electronics,46,106.15,0,0,98,5
2023-08-25,P100,"Laptop 15""",1,North,Electronics,38,89.12,0,0,100,4
2023-08-26,P100,"Laptop 15""",1,North,Electronics,55,89.49,0,0,132,11
2023-08-27,P100,"Laptop 15""",1,North,Electronics,44,109.33,0,0,116,11
2023-08-28,P100,"Laptop 15""",1,North,Electronics,40,94.0,0,0,101,11
2023-08-29,P100,"Laptop 15""",1,North,Electronics,52,87.14,0,0,104,8
2023-08-30,P100,"Laptop 15""",1,North,Electronics,40,104.33,0,0,77,8
2023-08-31,P100,"Laptop 15""",1,North,Electronics,36,103.76,0,0,74,6
2023-09-01,P100,"Laptop 15""",1,North,Electronics,40,82.76,0,0,102,3
2023-09-02,P100,"Laptop 15""",1,North,Electronics,34,92.22,0,0,63,5
2023-09-03,P100,"Laptop 15""",1,North,Electronics,43,81.34,0,0,120,4
2023-09-04,P100,"Laptop 15""",1,North,Electronics,58,99.63,1,0,155,5
2023-09-05,P100,"Laptop 15""",1,North,Electronics,39,92.24,1,0,73,5
2023-09-06,P100,"Laptop 15""",1,North,Electronics,40,109.75,0,0,96,5
2023-09-07,P100,"Laptop 15""",1,North,Electronics,39,101.62,0,0,70,9
2023-09-08,P100,"Laptop 15""",1,North,Electronics,48,80.78,0,0,104,5
2023-09-09,P100,"Laptop 15""",1,North,Electronics,37,104.83,0,0,95,7
2023-09-10,P100,"Laptop 15""",1,North,Electronics,57,103.88,0,0,144,6
2023-09-11,P100,"Laptop 15""",1,North,Electronics,38,106.28,0,0,70,5
2023-09-12,P100,"Laptop 15""",1,North,Electronics,49,80.83,1,0,86,5
2023-09-13,P100,"Laptop 15""",1,North,Electronics,46,80.27,1,0,117,7
2023-09-14,P100,"Laptop 15""",1,North,Electronics,51,105.71,0,0,94,6
2023-09-15,P100,"Laptop 15""",1,North,Electronics,37,82.06,0,0,96,4
2023-09-16,P100,"Laptop 15""",1,North,Electronics,57,94.73,0,0,144,8
2023-09-17,P100,"Laptop 15""",1,North,Electronics,60,85.95,0,0,126,5
2023-09-18,P100,"Laptop 15""",1,North,Electronics,39,84.63,0,0,69,11
2023-09-19,P100,"Laptop 15""",1,North,Electronics,62,109.7,1,0,132,4
2023-09-20,P100,"Laptop 15""",1,North,Electronics,47,106.15,1,0,100,4
2023-09-21,P100,"Laptop 15""",1,North,Electronics,22,86.0,0,0,41,7
2023-09-22,P100,"Laptop 15""",1,North,Electronics,37,96.17,0,0,86,5
2023-09-23,P100,"Laptop 15""",1,North,Electronics,60,80.72,0,0,103,9
2023-09-24,P100,"Laptop 15""",1,North,Electronics,30,102.54,0,0,64,8
2023-09-25,P100,"Laptop 15""",1,North,Electronics,33,87.54,0,0,70,5
2023-09-26,P100,"Laptop 15""",1,North,Electronics,29,81.24,0,0,71,7
2023-09-27,P100,"Laptop 15""",1,North,Electronics,39,99.11,1,0,105,8
2023-09-28,P100,"Laptop 15""",1,North,Electronics,51,108.01,1,0,113,3
2023-09-29,P100,"Laptop 15""",1,North,Electronics,70,85.22,1,0,164,7
2023-09-30,P100,"Laptop 15""",1,North,Electronics,58,92.22,0,0,111,11
2023-10-01,P100,"Laptop 15""",1,North,Electronics,60,89.07,1,0,159,3
2023-10-02,P100,"Laptop 15""",1,North,Electronics,32,98.0,0,0,63,7
2023-10-03,P100,"Laptop 15""",1,North,Electronics,37,82.27,0,0,101,6
2023-10-04,P100,"Laptop 15""",1,North,Electronics,35,105.45,1,0,63,7
2023-10-05,P100,"Laptop 15""",1,North,Electronics,48,109.9,0,0,109,8
2023-10-06,P100,"Laptop 15""",1,North,Electronics,57,96.97,1,0,157,3
2023-10-07,P100,"Laptop 15""",1,North,Electronics,41,94.56,0,0,114,5
2023-10-08,P100,"Laptop 15""",1,North,Electronics,27,97.21,0,0,57,11
2023-10-09,P100,"Laptop 15""",1,North,Electronics,58,82.38,1,0,110,6
2023-10-10,P100,"Laptop 15""",1,North,Electronics,32,92.49,0,0,68,8
2023-10-11,P100,"Laptop 15""",1,North,Electronics,36,91.26,0,0,98,6
2023-10-12,P100,"Laptop 15""",1,North,Electronics,46,99.49,0,0,101,11
2023-10-13,P100,"Laptop 15""",1,North,Electronics,35,90.86,0,0,72,8
2023-10-14,P100,"Laptop 15""",1,North,Electronics,57,85.81,1,0,121,7
2023-10-15,P100,"Laptop 15""",1,North,Electronics,46,104.67,0,0,91,9
2023-10-16,P100,"Laptop 15""",1,North,Electronics,44,108.32,0,0,76,3
2023-10-17,P100,"Laptop 15""",1,North,Electronics,42,79.34,0,0,98,9
2023-10-18,P100,"Laptop 15""",1,North,Electronics,69,102.1,1,0,118,11
2023-10-19,P100,"Laptop 15""",1,North,Electronics,25,79.37,0,0,55,8
2023-10-20,P100,"Laptop 15""",1,North,Electronics,30,96.6,0,0,63,10
2023-10-21,P100,"Laptop 15""",1,North,Electronics,44,94.49,0,0,112,10
2023-10-22,P100,"Laptop 15""",1,North,Electronics,55,84.98,0,0,145,3
2023-10-23,P100,"Laptop 15""",1,North,Electronics,41,82.31,0,0,86,11
2023-10-24,P100,"Laptop 15""",1,North,Electronics,46,97.9,0,0,128,5
2023-10-25,P100,"Laptop 15""",1,North,Electronics,20,82.85,0,0,43,8
2023-10-26,P100,"Laptop 15""",1,North,Electronics,36,106.13,0,0,73,3
2023-10-27,P100,"Laptop 15""",1,North,Electronics,59,100.46,1,0,130,5
2023-10-28,P100,"Laptop 15""",1,North,Electronics,59,80.43,1,0,140,4
2023-10-29,P100,"Laptop 15""",1,North,Electronics,51,83.5,0,0,98,6
2023-10-30,P100,"Laptop 15""",1,North,Electronics,28,91.67,0,0,77,4
2023-10-31,P100,"Laptop 15""",1,North,Electronics,56,99.27,0,0,99,3
2023-11-01,P100,"Laptop 15""",1,North,Electronics,40,80.31,0,0,86,6
2023-11-02,P100,"Laptop 15""",1,North,Electronics,34,80.44,0,0,94,6
2023-11-03,P100,"Laptop 15""",1,North,Electronics,49,108.02,0,0,85,7
2023-11-04,P100,"Laptop 15""",1,North,Electronics,75,84.0,0,1,197,11
2023-11-05,P100,"Laptop 15""",1,North,Electronics,64,92.91,0,1,136,10
2023-11-06,P100,"Laptop 15""",1,North,Electronics,40,85.03,1,0,81,8
2023-11-07,P100,"Laptop 15""",1,North,Electronics,35,101.0,0,0,93,4
2023-11-08,P100,"Laptop 15""",1,North,Electronics,50,108.26,0,0,131,3
2023-11-09,P100,"Laptop 15""",1,North,Electronics,63,106.89,1,0,144,5
2023-11-10,P100,"Laptop 15""",1,North,Electronics,54,93.26,0,0,120,7
2023-11-11,P100,"Laptop 15""",1,North,Electronics,50,81.59,0,1,89,4
2023-11-12,P100,"Laptop 15""",1,North,Electronics,62,98.06,0,1,169,6
2023-11-13,P100,"Laptop 15""",1,North,Electronics,66,85.94,1,0,183,10
2023-11-14,P100,"Laptop 15""",1,North,Electronics,50,86.48,0,0,139,4
2023-11-15,P100,"Laptop 15""",1,North,Electronics,59,96.71,1,0,112,11
2023-11-16,P100,"Laptop 15""",1,North,Electronics,51,85.42,0,0,122,3
2023-11-17,P100,"Laptop 15""",1,North,Electronics,64,89.92,0,0,176,8
2023-11-18,P100,"Laptop 15""",1,North,Electronics,145,108.33,1,1,316,10
2023-11-19,P100,"Laptop 15""",1,North,Electronics,74,89.08,0,1,140,4
2023-11-20,P100,"Laptop 15""",1,North,Electronics,39,86.24,0,0,84,7
2023-11-21,P100,"Laptop 15""",1,North,Electronics,54,82.51,0,0,102,9
2023-11-22,P100,"Laptop 15""",1,North,Electronics,50,92.65,0,0,113,11
2023-11-23,P100,"Laptop 15""",1,North,Electronics,37,81.26,0,0,80,7
2023-11-24,P100,"Laptop 15""",1,North,Electronics,61,80.77,0,0,146,7
2023-11-25,P100,"Laptop 15""",1,North,Electronics,102,81.06,0,1,226,7
2023-11-26,P100,"Laptop 15""",1,North,Electronics,79,92.39,0,1,202,11
